Date,Open,High,Low,Close,Adj Close,Volume,Peak,DD,MDD,MDD(6°³¿ùÆò±Õ)
2019-02-05,2728.340088,2738.97998,2724.030029,2737.699951,2737.699951,3597620000,2737.699951,0.0,-0.024756730111614167,-0.02372519969029691
2019-02-06,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3486590000,2737.699951,-0.0022244380717381107,-0.024756730111614167,-0.0237664609071496
2019-02-07,2717.530029,2719.320068,2687.26001,2706.050049,2706.050049,4114040000,2737.699951,-0.011560763621462411,-0.024756730111614167,-0.023804548184244392
2019-02-08,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3649510000,2737.699951,-0.010892379929768325,-0.024756730111614167,-0.023839814181554383
2019-02-11,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3395330000,2737.699951,-0.010191000657252092,-0.024756730111614167,-0.023872561179056517
2019-02-12,2722.610107,2748.189941,2722.610107,2744.72998,2744.72998,3843020000,2744.72998,0.0,-0.024756730111614167,-0.023903049762937816
2019-02-13,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3684910000,2753.030029,0.0,-0.024756730111614167,-0.023931505774560363
2019-02-14,2743.5,2757.899902,2731.22998,2745.72998,2745.72998,3845390000,2753.030029,-0.002651641617818279,-0.024756730111614167,-0.023958125914465323
2019-02-15,2760.23999,2775.659912,2760.23999,2775.600098,2775.600098,3648680000,2775.600098,0.0,-0.024756730111614167,-0.023983082295626224
2019-02-19,2769.280029,2787.330078,2767.290039,2779.76001,2779.76001,3535270000,2779.76001,0.0,-0.024756730111614167,-0.02400652616883798
2019-02-20,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3904830000,2784.699951,0.0,-0.024756730111614167,-0.02402859099068434
2019-02-21,2780.23999,2781.580078,2764.550049,2774.879883,2774.879883,3598260000,2784.699951,-0.003526436662044552,-0.024756730111614167,-0.024049394965568047
2019-02-22,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3429350000,2792.669922,0.0,-0.024756730111614167,-0.02406904316406933
2019-02-25,2804.350098,2813.48999,2794.98999,2796.110107,2796.110107,3860260000,2796.110107,0.0,-0.024756730111614167,-0.024087629297786756
2019-02-26,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3676200000,2796.110107,-0.0007904570690784318,-0.024756730111614167,-0.02410523721394011
2019-02-27,2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3771790000,2796.110107,-0.0013340762191951239,-0.024756730111614167,-0.024121942160034316
2019-02-28,2788.110107,2793.72998,2782.51001,2784.48999,2784.48999,4445780000,2796.110107,-0.004155815241649208,-0.024756730111614167,-0.024137811858823813
2019-03-01,2798.219971,2808.02002,2787.379883,2803.689941,2803.689941,3994950000,2803.689941,0.0,-0.024756730111614167,-0.024152907425965042
2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3949730000,2803.689941,-0.0038805582032795938,-0.024756730111614167,-0.024167284156575736
2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3631380000,2803.689941,-0.00500770031474751,-0.024756730111614167,-0.024180992202041743
2019-03-06,2790.27002,2790.27002,2768.689941,2771.449951,2771.449951,3800180000,2803.689941,-0.011499128176955531,-0.024756730111614167,-0.024194077154532024
2019-03-07,2766.530029,2767.25,2739.090088,2748.929932,2748.929932,3932150000,2803.689941,-0.019531406878917856,-0.024756730111614167,-0.024206580553578296
2019-03-08,2730.790039,2744.129883,2722.27002,2743.070068,2743.070068,3424300000,2803.689941,-0.02162146110150065,-0.024756730111614167,-0.02421854032657908
2019-03-11,2747.610107,2784.0,2747.610107,2783.300049,2783.300049,3764850000,2803.689941,-0.0072725202961378965,-0.024756730111614167,-0.024229991173069183
2019-03-12,2787.340088,2798.320068,2786.72998,2791.52002,2791.52002,3432340000,2803.689941,-0.004340680052395296,-0.024756730111614167,-0.024240964900955536
2019-03-13,2799.780029,2821.23999,2799.780029,2810.919922,2810.919922,3782250000,2810.919922,0.0,-0.024756730111614167,-0.024251490721581226
2019-03-14,2810.379883,2815.0,2803.459961,2808.47998,2808.47998,3505670000,2810.919922,-0.0008680225932099495,-0.024756730111614167,-0.024261595509381884
2019-03-15,2810.790039,2830.72998,2810.790039,2822.47998,2822.47998,5969780000,2822.47998,0.0,-0.024756730111614167,-0.02427130403099428
2019-03-18,2822.610107,2835.409912,2821.98999,2832.939941,2832.939941,3620770000,2832.939941,0.0,-0.024756730111614167,-0.024280639147929276
2019-03-19,2840.76001,2852.419922,2823.27002,2832.570068,2832.570068,3650740000,2832.939941,-0.00013056153949719818,-0.024756730111614167,-0.024289621996300692
2019-03-20,2831.340088,2843.540039,2812.429932,2824.22998,2824.22998,3779160000,2832.939941,-0.0030745307635874353,-0.024756730111614167,-0.02429827214658428
2019-03-21,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,3612620000,2854.879883,0.0,-0.024756730111614167,-0.024306607745948453
2019-03-22,2844.52002,2846.159912,2800.469971,2800.709961,2800.709961,4253730000,2854.879883,-0.01897450128202116,-0.024756730111614167,-0.02431464564533534
2019-03-25,2796.01001,2809.790039,2785.02002,2798.360107,2798.360107,3406110000,2854.879883,-0.01979760211158421,-0.024756730111614167,-0.024322401513164796
2019-03-26,2812.659912,2829.870117,2803.98999,2818.459961,2818.459961,3288570000,2854.879883,-0.01275707682724947,-0.024756730111614167,-0.024329889937275993
2019-03-27,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,3422400000,2854.879883,-0.017342153795967596,-0.024756730111614167,-0.02433712451650206
2019-03-28,2809.399902,2819.709961,2798.77002,2815.439941,2815.439941,3185460000,2854.879883,-0.01381492168369447,-0.024756730111614167,-0.024344117943087263
2019-03-29,2828.27002,2836.030029,2819.22998,2834.399902,2834.399902,3752520000,2854.879883,-0.00717367519451606,-0.024756730111614167,-0.02435088207699754
2019-04-01,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,3560090000,2867.189941,0.0,-0.024756730111614167,-0.024357428013039747
2019-04-02,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,3267210000,2867.23999,0.0,-0.024756730111614167,-0.024363766141588545
2019-04-03,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3570000000,2873.399902,0.0,-0.024756730111614167,-0.024369906203620194
2019-04-04,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,3038740000,2879.389893,0.0,-0.024756730111614167,-0.024375857340666256
2019-04-05,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,3155970000,2892.73999,0.0,-0.024756730111614167,-0.024381628140226076
2019-04-08,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,3056460000,2895.77002,0.0,-0.024756730111614167,-0.02438722667711246
2019-04-09,2886.580078,2886.879883,2873.330078,2878.199951,2878.199951,3032480000,2895.77002,-0.006067494614092284,-0.024756730111614167,-0.02439266055114925
2019-04-10,2881.370117,2889.709961,2879.129883,2888.209961,2888.209961,3092230000,2895.77002,-0.002610724935953268,-0.024756730111614167,-0.024397936921590774
2019-04-11,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,2970650000,2895.77002,-0.0025727015434741096,-0.024756730111614167,-0.02440306253859111
2019-04-12,2900.860107,2910.540039,2898.370117,2907.409912,2907.409912,3726050000,2907.409912,0.0,-0.024756730111614167,-0.024408043772013967
2019-04-15,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,3114530000,2907.409912,-0.0006293691138795632,-0.024756730111614167,-0.024412886637841746
2019-04-16,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,3403120000,2907.409912,-0.00012033150143575533,-0.024756730111614167,-0.024417596822413973
2019-04-17,2916.040039,2918.0,2895.449951,2900.449951,2900.449951,3648100000,2907.409912,-0.0023938698741011732,-0.024756730111614167,-0.024422179704700463
2019-04-18,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,3507100000,2907.409912,-0.0008185577789280307,-0.024756730111614167,-0.024426640376792645
2019-04-22,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,3010130000,2907.969971,0.0,-0.024756730111614167,-0.02443098366277714
2019-04-23,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,3674480000,2933.679932,0.0,-0.024756730111614167,-0.02443521413613866
2019-04-24,2934.0,2936.830078,2926.050049,2927.25,2927.25,3468480000,2933.679932,-0.0021917632969649103,-0.024756730111614167,-0.024439336135824243
2019-04-25,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,3440010000,2933.679932,-0.0025599282041923743,-0.024756730111614167,-0.024443353781087404
2019-04-26,2925.810059,2939.879883,2917.560059,2939.879883,2939.879883,3264390000,2939.879883,0.0,-0.024756730111614167,-0.02444727098521899
2019-04-29,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,3150390000,2943.030029,0.0,-0.024756730111614167,-0.024451091468260907
2019-04-30,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,3939760000,2945.830078,0.0,-0.024756730111614167,-0.024454818768789605
2019-05-01,2952.330078,2954.129883,2923.360107,2923.72998,2923.72998,3669330000,2945.830078,-0.007502163198430001,-0.024756730111614167,-0.024458456254847733
2019-05-02,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,3802290000,2945.830078,-0.009610214184254784,-0.024756730111614167,-0.024462007134094948
2019-05-03,2929.209961,2947.850098,2929.209961,2945.639893,2945.639893,3357180000,2945.830078,-6.456075026872732e-05,-0.024756730111614167,-0.024465474463242237
2019-05-06,2908.889893,2937.320068,2898.209961,2932.469971,2932.469971,3203260000,2945.830078,-0.0045352605704502835,-0.024756730111614167,-0.02446886115682796
2019-05-07,2913.030029,2913.030029,2862.600098,2884.050049,2884.050049,3793060000,2945.830078,-0.020972027362129442,-0.024756730111614167,-0.024472169995388714
2019-05-08,2879.610107,2897.959961,2873.280029,2879.419922,2879.419922,3543110000,2945.830078,-0.022543783667619888,-0.024756730111614167,-0.024475403633073097
2019-05-09,2859.840088,2875.969971,2836.399902,2870.719971,2870.719971,3659050000,2945.830078,-0.025497094201371695,-0.025497094201371695,-0.02448688330237982
2019-05-10,2863.100098,2891.310059,2825.389893,2881.399902,2881.399902,3566780000,2945.830078,-0.021871653929117052,-0.025497094201371695,-0.024498107867924175
2019-05-13,2840.189941,2840.189941,2801.429932,2811.870117,2811.870117,3900270000,2945.830078,-0.04547443588156619,-0.04547443588156619,-0.02472861696697519
2019-05-14,2820.120117,2852.540039,2820.120117,2834.409912,2834.409912,3354860000,2945.830078,-0.03782301186755688,-0.04547443588156619,-0.024954114998655522
2019-05-15,2820.379883,2858.679932,2815.080078,2850.959961,2850.959961,3140900000,2945.830078,-0.03220488435789537,-0.04547443588156619,-0.025174763610299727
2019-05-16,2855.800049,2892.149902,2855.800049,2876.320068,2876.320068,3338470000,2945.830078,-0.023596069073743786,-0.04547443588156619,-0.025390717570632347
2019-05-17,2858.600098,2885.47998,2854.22998,2859.530029,2859.530029,3316040000,2945.830078,-0.029295664283050304,-0.04547443588156619,-0.025602125131800074
2019-05-20,2841.939941,2853.860107,2831.290039,2840.22998,2840.22998,3293750000,2945.830078,-0.03584731474793501,-0.04547443588156619,-0.0258091283687768
2019-05-21,2854.02002,2868.879883,2854.02002,2864.360107,2864.360107,3223050000,2945.830078,-0.027656032032679967,-0.04547443588156619,-0.026011863497774634
2019-05-22,2856.060059,2865.469971,2851.110107,2856.27002,2856.27002,3194000000,2945.830078,-0.030402316368771887,-0.04547443588156619,-0.02621046117516026
2019-05-23,2836.699951,2836.699951,2805.48999,2822.23999,2822.23999,3899320000,2945.830078,-0.04195424879492993,-0.04547443588156619,-0.02640504677825527
2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2889230000,2945.830078,-0.04065747712146217,-0.04547443588156619,-0.026595740669288378
2019-05-28,2830.030029,2840.51001,2801.580078,2802.389893,2802.389893,4146980000,2945.830078,-0.048692620145078136,-0.048692620145078136,-0.026814521654197187
2019-05-29,2790.25,2792.030029,2766.060059,2783.02002,2783.02002,3701110000,2945.830078,-0.05526797326699029,-0.05526797326699029,-0.02709347706216575
2019-05-30,2786.939941,2799.0,2776.73999,2788.860107,2788.860107,3276030000,2945.830078,-0.05328548043971737,-0.05526797326699029,-0.027367015860270842
2019-05-31,2766.149902,2768.97998,2750.52002,2752.060059,2752.060059,3982670000,2945.830078,-0.06577773118928687,-0.06577773118928687,-0.027736349661511377
2019-06-03,2751.530029,2763.070068,2728.810059,2744.449951,2744.449951,3952360000,2945.830078,-0.06836108046555156,-0.06836108046555156,-0.028123251859645097
2019-06-04,2762.639893,2804.48999,2762.639893,2803.27002,2803.27002,3814130000,2945.830078,-0.048393849687619395,-0.06836108046555156,-0.02850285401630459
2019-06-05,2818.090088,2827.280029,2800.919922,2826.149902,2826.149902,3570760000,2945.830078,-0.04062697875678345,-0.06836108046555156,-0.02887536080554989
2019-06-06,2828.51001,2852.100098,2822.449951,2843.48999,2843.48999,3445140000,2945.830078,-0.034740662322750526,-0.06836108046555156,-0.02924096932092027
2019-06-07,2852.870117,2884.969971,2852.870117,2873.340088,2873.340088,3244380000,2945.830078,-0.02460766170505513,-0.06836108046555156,-0.029599869423164595
2019-06-10,2885.830078,2904.77002,2885.51001,2886.72998,2886.72998,3209890000,2945.830078,-0.020062290232342406,-0.06836108046555156,-0.029952244069004482
2019-06-11,2903.27002,2910.610107,2878.530029,2885.719971,2885.719971,3551000000,2945.830078,-0.020405150809244987,-0.06836108046555156,-0.030298269622126527
2019-06-12,2882.72998,2888.570068,2874.679932,2879.840088,2879.840088,3039870000,2945.830078,-0.022401152901800225,-0.06836108046555156,-0.030638116147514247
2019-06-13,2886.23999,2895.23999,2881.98999,2891.639893,2891.639893,3100640000,2945.830078,-0.01839555696192463,-0.06836108046555156,-0.030971947690151748
2019-06-14,2886.820068,2894.449951,2879.620117,2886.97998,2886.97998,2992810000,2945.830078,-0.019977424509140307,-0.06836108046555156,-0.031299922539058764
2019-06-17,2889.75,2897.27002,2887.300049,2889.669922,2889.669922,2828400000,2945.830078,-0.01906428901633339,-0.06836108046555156,-0.031622193477550006
2019-06-18,2906.709961,2930.790039,2905.439941,2917.75,2917.75,3441540000,2945.830078,-0.00953214450816664,-0.06836108046555156,-0.031938908020550015
2019-06-19,2920.550049,2931.73999,2911.429932,2926.459961,2926.459961,3300220000,2945.830078,-0.006575435950857966,-0.06836108046555156,-0.032250208639738064
2019-06-20,2949.600098,2958.060059,2931.5,2954.179932,2954.179932,3943060000,2954.179932,0.0,-0.06836108046555156,-0.03255623297724496
2019-06-21,2952.709961,2964.149902,2946.870117,2950.459961,2950.459961,5003540000,2954.179932,-0.0012592228928592908,-0.06836108046555156,-0.03285711404857527
2019-06-24,2951.419922,2954.919922,2944.050049,2945.350098,2945.350098,3136960000,2954.179932,-0.002988928976313976,-0.06836108046555156,-0.0331529804353834
2019-06-25,2945.780029,2946.52002,2916.01001,2917.379883,2917.379883,3579430000,2954.179932,-0.012456942314643005,-0.06836108046555156,-0.033443956468690576
2019-06-26,2926.070068,2932.590088,2912.98999,2913.780029,2913.780029,3511350000,2954.179932,-0.013675505192620063,-0.06836108046555156,-0.033730162403091075
2019-06-27,2919.659912,2929.300049,2918.570068,2924.919922,2924.919922,3162500000,2954.179932,-0.00990461335244086,-0.06836108046555156,-0.034011714582460675
2019-06-28,2932.939941,2943.97998,2929.050049,2941.76001,2941.76001,5422650000,2954.179932,-0.004204186029925339,-0.06836108046555156,-0.034288725597646896
2019-07-01,2971.409912,2977.929932,2952.219971,2964.330078,2964.330078,3524860000,2964.330078,0.0,-0.06836108046555156,-0.034561304436590126
2019-07-02,2964.659912,2973.209961,2955.919922,2973.01001,2973.01001,3224490000,2973.01001,0.0,-0.06836108046555156,-0.03482955662729617
2019-07-03,2978.080078,2995.840088,2977.959961,2995.820068,2995.820068,1963570000,2995.820068,0.0,-0.06836108046555156,-0.03509358437405408
2019-07-05,2984.25,2994.030029,2967.969971,2990.409912,2990.409912,2434680000,2995.820068,-0.0018059015151773439,-0.06836108046555156,-0.03535348668726891
2019-07-08,2979.77002,2980.76001,2970.090088,2975.949951,2975.949951,2922360000,2995.820068,-0.006632613624644401,-0.06836108046555156,-0.0356093595072556
2019-07-09,2965.52002,2981.899902,2963.439941,2979.629883,2979.629883,3033330000,2995.820068,-0.005404258143850593,-0.06836108046555156,-0.035861295822319415
2019-07-10,2989.300049,3002.97998,2984.620117,2993.070068,2993.070068,3157800000,2995.820068,-0.000917945650132368,-0.06836108046555156,-0.036109385781428055
2019-07-11,2999.620117,3002.330078,2988.800049,2999.909912,2999.909912,3155710000,2999.909912,0.0,-0.06836108046555156,-0.03635371680176233
2019-07-12,3003.360107,3013.919922,3001.870117,3013.77002,3013.77002,2984140000,3013.77002,0.0,-0.06836108046555156,-0.036594373671414875
2019-07-15,3017.800049,3017.800049,3008.77002,3014.300049,3014.300049,2876100000,3014.300049,0.0,-0.06836108046555156,-0.03683143864749053
2019-07-16,3012.129883,3015.02002,3001.149902,3004.040039,3004.040039,3297030000,3014.300049,-0.0034037785997461656,-0.06836108046555156,-0.037064991549846535
2019-07-17,3005.100098,3005.26001,2984.25,2984.419922,2984.419922,3185650000,3014.300049,-0.009912791200037518,-0.06836108046555156,-0.037295109850697304
2019-07-18,2978.870117,2998.280029,2973.090088,2995.110107,2995.110107,3369820000,3014.300049,-0.006366301193660662,-0.06836108046555156,-0.03752186876029478
2019-07-19,3004.26001,3006.02002,2975.860107,2976.610107,2976.610107,3285890000,3014.300049,-0.012503712764926567,-0.06836108046555156,-0.037745341308883594
2019-07-22,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3016200000,3014.300049,-0.009710386996712672,-0.06836108046555156,-0.03796559842511862
2019-07-23,2994.73999,3005.899902,2988.560059,3005.469971,3005.469971,3333810000,3014.300049,-0.002929395832020565,-0.06836108046555156,-0.03818270901112172
2019-07-24,2998.77002,3019.590088,2996.820068,3019.560059,3019.560059,3433220000,3019.560059,0.0,-0.06836108046555156,-0.038396740014344614
2019-07-25,3016.26001,3016.310059,2997.23999,3003.669922,3003.669922,3657050000,3019.560059,-0.005262401372888137,-0.06836108046555156,-0.03860775649639537
2019-07-26,3013.25,3027.97998,3012.590088,3025.860107,3025.860107,3260170000,3025.860107,0.0,-0.06836108046555156,-0.03881582169897688
2019-07-29,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3224490000,3025.860107,-0.0016161143698240066,-0.06836108046555156,-0.0390209971070781
2019-07-30,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3632770000,3025.860107,-0.0041906018624806585,-0.06836108046555156,-0.03922334250955033
2019-07-31,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4626330000,3025.860107,-0.015030511124683676,-0.06836108046555156,-0.03942291605719417
2019-08-01,2980.320068,3013.590088,2945.22998,2953.560059,2953.560059,4793810000,3025.860107,-0.02389404845013876,-0.06836108046555156,-0.03961977431847551
2019-08-02,2943.899902,2945.5,2914.110107,2932.050049,2932.050049,3882810000,3025.860107,-0.0310027743129897,-0.06836108046555156,-0.03981397233298278
2019-08-05,2898.070068,2898.070068,2822.120117,2844.73999,2844.73999,4542850000,3025.860107,-0.0598573994154582,-0.06836108046555156,-0.040005563662731565
2019-08-06,2861.179932,2884.399902,2847.419922,2881.77002,2881.77002,4156640000,3025.860107,-0.04761954680808378,-0.06836108046555156,-0.04019460044141703
2019-08-07,2858.649902,2892.169922,2825.709961,2883.97998,2883.97998,4512720000,3025.860107,-0.04688918918352358,-0.06836108046555156,-0.04038113342170932
2019-08-08,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4118530000,3025.860107,-0.029006634773680928,-0.06836108046555156,-0.04056521202068196
2019-08-09,2930.51001,2935.75,2900.149902,2918.649902,2918.649902,3356850000,3025.860107,-0.03543131579413761,-0.06836108046555156,-0.04074688436345889
2019-08-12,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,3328570000,3025.860107,-0.04731221898488114,-0.06836108046555156,-0.040926197325160785
2019-08-13,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3857190000,3025.860107,-0.032896444475316255,-0.06836108046555156,-0.041103196571227824
2019-08-14,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4325150000,3025.860107,-0.061225569738475705,-0.06836108046555156,-0.04127792659619144
2019-08-15,2846.199951,2856.669922,2825.51001,2847.600098,2847.600098,4041720000,3025.860107,-0.05891217792508474,-0.06836108046555156,-0.041450430760964434
2019-08-16,2864.73999,2893.629883,2864.73999,2888.679932,2888.679932,3524080000,3025.860107,-0.045335927686362076,-0.06836108046555156,-0.04162075132871498
2019-08-19,2913.47998,2931.0,2913.47998,2923.649902,2923.649902,3221050000,3025.860107,-0.03377889307028692,-0.06836108046555156,-0.04178892949938691
2019-08-20,2919.01001,2923.629883,2899.600098,2900.51001,2900.51001,3067710000,3025.860107,-0.04142626974393693,-0.06836108046555156,-0.04195500544292544
2019-08-21,2922.040039,2928.72998,2917.909912,2924.429932,2924.429932,3016540000,3025.860107,-0.03352110521082985,-0.06836108046555156,-0.04211901833126474
2019-08-22,2930.939941,2939.080078,2904.51001,2922.949951,2922.949951,2893660000,3025.860107,-0.03401021605788335,-0.06836108046555156,-0.0422810063691307
2019-08-23,2911.070068,2927.01001,2834.969971,2847.110107,2847.110107,3942520000,3025.860107,-0.05907411237766125,-0.06836108046555156,-0.04244100682370997
2019-08-26,2866.699951,2879.27002,2856.0,2878.379883,2878.379883,2859790000,3025.860107,-0.04873993469123716,-0.06836108046555156,-0.0425990560532334
2019-08-27,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3537490000,3025.860107,-0.051786992609966,-0.06836108046555156,-0.04275518953452017
2019-08-28,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3102480000,3025.860107,-0.04558048327513109,-0.06836108046555156,-0.04290944188952639
2019-08-29,2910.370117,2930.5,2905.669922,2924.580078,2924.580078,3177150000,3025.860107,-0.03347148427837088,-0.06836108046555156,-0.04306184691093971
2019-08-30,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3009910000,3025.860107,-0.03285021200089466,-0.06836108046555156,-0.04321243758686002
2019-09-03,2909.01001,2914.389893,2891.850098,2906.27002,2906.27002,3427830000,3025.860107,-0.03952267546121557,-0.06836108046555156,-0.04336124612460376
2019-09-04,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3167900000,3025.860107,-0.029109104481147785,-0.06836108046555156,-0.04350830397366815
2019-09-05,2960.600098,2985.860107,2960.600098,2976.0,2976.0,3902600000,3025.860107,-0.01647799476408507,-0.06836108046555156,-0.043653641847889696
2019-09-06,2980.330078,2985.030029,2972.51001,2978.709961,2978.709961,3209340000,3025.860107,-0.01558239453665533,-0.06836108046555156,-0.043797289746829594
2019-09-09,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,4031120000,3025.860107,-0.015674939793242748,-0.06836108046555156,-0.04393927697641758
2019-09-10,2971.01001,2979.389893,2957.01001,2979.389893,2979.389893,4393040000,3025.860107,-0.015357687519160668,-0.06836108046555156,-0.044079632168883866
2019-09-11,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,3934370000,3025.860107,-0.008239037535914706,-0.06836108046555156,-0.044218383302007676
2019-09-12,3009.080078,3020.73999,3000.919922,3009.570068,3009.570068,3796990000,3025.860107,-0.0053836061232026555,-0.06836108046555156,-0.04435555771770963
2019-09-13,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,3557010000,3025.860107,-0.006104120265596924,-0.06836108046555156,-0.04449118214001383
2019-09-16,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,4285860000,3025.860107,-0.009220567049830208,-0.06836108046555156,-0.04462528269240448
2019-09-17,2995.669922,3006.209961,2993.72998,3005.699951,3005.699951,3673250000,3025.860107,-0.006662619978154871,-0.06836108046555156,-0.04475788491460084
2019-09-18,3001.5,3007.830078,2978.570068,3006.72998,3006.72998,3458800000,3025.860107,-0.006322211312989823,-0.06836108046555156,-0.04488901377877279
2019-09-19,3010.360107,3021.98999,3003.159912,3006.790039,3006.790039,3265660000,3025.860107,-0.006302362741715473,-0.06836108046555156,-0.045268797559136965
2019-09-20,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,6103440000,3025.860107,-0.01116708565668001,-0.06836108046555156,-0.045511043949992176
